測試次數,期間,訊號,樣本數,Y1(報酬率),Y2(波動率),Y3(夏普)
第 465 次,2015-2019,X2,152606,-0.334692,0.544793,-0.6143
第 465 次,2015-2019,X3,45185,-0.440299,0.555660,-0.7924
第 465 次,2020-2026,X1,587474,-0.443783,0.569967,-0.7786
第 465 次,2020-2026,X2,287989,-0.306845,0.511611,-0.5998
第 465 次,2020-2026,X3,92766,-0.369355,0.513689,-0.7190
第 466 次,2015-2019,X1,300333,-0.525592,0.612951,-0.8575
第 466 次,2015-2019,X2,153036,-0.336114,0.546198,-0.6154
第 466 次,2015-2019,X3,45314,-0.444558,0.557052,-0.7981
第 466 次,2020-2026,X1,586778,-0.444329,0.570629,-0.7787
第 466 次,2020-2026,X2,289043,-0.306280,0.510681,-0.5997
第 466 次,2020-2026,X3,92201,-0.370665,0.513005,-0.7225
第 467 次,2015-2019,X1,300608,-0.524224,0.613430,-0.8546
第 467 次,2015-2019,X2,152532,-0.332674,0.544137,-0.6114
第 467 次,2015-2019,X3,45157,-0.444252,0.560439,-0.7927
第 467 次,2020-2026,X1,587680,-0.444654,0.570625,-0.7792
第 467 次,2020-2026,X2,288036,-0.305906,0.510794,-0.5989
第 467 次,2020-2026,X3,92571,-0.371317,0.511713,-0.7256
第 468 次,2015-2019,X1,300133,-0.525665,0.615244,-0.8544
第 468 次,2015-2019,X2,152427,-0.337531,0.548044,-0.6159
第 468 次,2015-2019,X3,44929,-0.441098,0.556820,-0.7922
第 468 次,2020-2026,X1,587730,-0.444909,0.570502,-0.7799
第 468 次,2020-2026,X2,288221,-0.306392,0.512089,-0.5983
第 468 次,2020-2026,X3,92721,-0.369722,0.508995,-0.7264
第 469 次,2015-2019,X1,300696,-0.526168,0.615527,-0.8548
第 469 次,2015-2019,X2,152594,-0.336379,0.547414,-0.6145
第 469 次,2015-2019,X3,45268,-0.439255,0.554354,-0.7924
第 469 次,2020-2026,X1,588062,-0.444749,0.570434,-0.7797
第 469 次,2020-2026,X2,288289,-0.307420,0.512291,-0.6001
第 469 次,2020-2026,X3,92352,-0.370676,0.512138,-0.7238
第 470 次,2015-2019,X1,299973,-0.525387,0.614080,-0.8556
第 470 次,2015-2019,X2,152403,-0.334124,0.545022,-0.6130
第 470 次,2015-2019,X3,45351,-0.443529,0.558515,-0.7941
第 470 次,2020-2026,X1,587155,-0.445144,0.570172,-0.7807
第 470 次,2020-2026,X2,288900,-0.306675,0.512243,-0.5987
第 470 次,2020-2026,X3,92861,-0.370184,0.512017,-0.7230
第 471 次,2015-2019,X1,301020,-0.525960,0.613773,-0.8569
第 471 次,2015-2019,X2,152092,-0.335042,0.545573,-0.6141
第 471 次,2015-2019,X3,44780,-0.441460,0.555482,-0.7947
第 471 次,2020-2026,X1,587000,-0.445045,0.570569,-0.7800
第 471 次,2020-2026,X2,288518,-0.306099,0.510781,-0.5993
第 471 次,2020-2026,X3,92535,-0.372056,0.510755,-0.7284
第 472 次,2015-2019,X1,299865,-0.525483,0.613801,-0.8561
第 472 次,2015-2019,X2,153062,-0.336316,0.548818,-0.6128
第 472 次,2015-2019,X3,45109,-0.442537,0.556930,-0.7946
第 472 次,2020-2026,X1,587323,-0.444611,0.570047,-0.7800
第 472 次,2020-2026,X2,288153,-0.306085,0.510812,-0.5992
第 472 次,2020-2026,X3,92356,-0.370665,0.512585,-0.7231
第 473 次,2015-2019,X1,300719,-0.525155,0.612999,-0.8567
第 473 次,2015-2019,X2,153543,-0.334445,0.545081,-0.6136
第 473 次,2015-2019,X3,45420,-0.443881,0.555644,-0.7989
第 473 次,2020-2026,X1,587987,-0.445581,0.570916,-0.7805
第 473 次,2020-2026,X2,287875,-0.307893,0.513717,-0.5993
第 473 次,2020-2026,X3,92343,-0.370542,0.510574,-0.7257
第 474 次,2015-2019,X1,299727,-0.523295,0.613478,-0.8530
第 474 次,2015-2019,X2,154325,-0.338031,0.547679,-0.6172
第 474 次,2015-2019,X3,45743,-0.442760,0.556886,-0.7951
第 474 次,2020-2026,X1,587151,-0.444899,0.570477,-0.7799
第 474 次,2020-2026,X2,288077,-0.307042,0.512190,-0.5995
第 474 次,2020-2026,X3,92587,-0.369632,0.509533,-0.7254
第 475 次,2015-2019,X1,300320,-0.525095,0.613694,-0.8556
第 475 次,2015-2019,X2,152941,-0.336913,0.547931,-0.6149
第 475 次,2015-2019,X3,45092,-0.443072,0.556852,-0.7957
第 475 次,2020-2026,X1,585880,-0.443621,0.569137,-0.7795
第 475 次,2020-2026,X2,288327,-0.306092,0.511160,-0.5988
第 475 次,2020-2026,X3,92471,-0.369753,0.510436,-0.7244
第 476 次,2015-2019,X1,299898,-0.524872,0.614799,-0.8537
第 476 次,2015-2019,X2,152613,-0.336391,0.544467,-0.6178
第 476 次,2015-2019,X3,44941,-0.444699,0.560163,-0.7939
第 476 次,2020-2026,X1,587968,-0.444678,0.570244,-0.7798
第 476 次,2020-2026,X2,287698,-0.305804,0.510461,-0.5991
第 476 次,2020-2026,X3,92470,-0.367894,0.509684,-0.7218
第 477 次,2015-2019,X1,300451,-0.525864,0.614732,-0.8554
第 477 次,2015-2019,X2,152921,-0.335291,0.546595,-0.6134
第 477 次,2015-2019,X3,45278,-0.441264,0.556181,-0.7934
第 477 次,2020-2026,X1,587347,-0.445030,0.570488,-0.7801
第 477 次,2020-2026,X2,287898,-0.305974,0.511948,-0.5977
第 477 次,2020-2026,X3,92790,-0.368934,0.510128,-0.7232
第 478 次,2015-2019,X1,300588,-0.525203,0.614337,-0.8549
第 478 次,2015-2019,X2,153083,-0.335277,0.548439,-0.6113
第 478 次,2015-2019,X3,45355,-0.441086,0.554568,-0.7954
第 478 次,2020-2026,X1,587774,-0.444995,0.569870,-0.7809
第 478 次,2020-2026,X2,288573,-0.307490,0.512732,-0.5997
第 478 次,2020-2026,X3,92809,-0.370970,0.513619,-0.7223
第 479 次,2015-2019,X1,300954,-0.523953,0.613192,-0.8545
第 479 次,2015-2019,X2,152462,-0.336285,0.547572,-0.6141
第 479 次,2015-2019,X3,45006,-0.444184,0.558069,-0.7959
第 479 次,2020-2026,X1,587372,-0.444398,0.569290,-0.7806
第 479 次,2020-2026,X2,287722,-0.306241,0.511725,-0.5984
第 479 次,2020-2026,X3,92551,-0.370802,0.511618,-0.7248
第 480 次,2015-2019,X1,301540,-0.526208,0.614513,-0.8563
第 480 次,2015-2019,X2,152594,-0.335594,0.547359,-0.6131
第 480 次,2015-2019,X3,45180,-0.438308,0.550832,-0.7957
第 480 次,2020-2026,X1,588499,-0.443096,0.569199,-0.7785
第 480 次,2020-2026,X2,288538,-0.308183,0.512038,-0.6019
第 480 次,2020-2026,X3,92246,-0.369328,0.511844,-0.7216
第 481 次,2015-2019,X1,300390,-0.525671,0.614518,-0.8554
第 481 次,2015-2019,X2,152496,-0.337081,0.546222,-0.6171
第 481 次,2015-2019,X3,45183,-0.440989,0.559807,-0.7878
第 481 次,2020-2026,X1,586816,-0.444360,0.569595,-0.7801
第 481 次,2020-2026,X2,287812,-0.304869,0.510666,-0.5970
第 481 次,2020-2026,X3,92771,-0.371000,0.510807,-0.7263
第 482 次,2015-2019,X1,300594,-0.525517,0.612682,-0.8577
第 482 次,2015-2019,X2,152962,-0.335429,0.546691,-0.6136
第 482 次,2015-2019,X3,45188,-0.444792,0.561055,-0.7928
第 482 次,2020-2026,X1,586484,-0.445436,0.570937,-0.7802
第 482 次,2020-2026,X2,288471,-0.306106,0.511906,-0.5980
第 482 次,2020-2026,X3,92595,-0.368285,0.512457,-0.7187
第 483 次,2015-2019,X1,300227,-0.525669,0.613793,-0.8564
第 483 次,2015-2019,X2,152999,-0.333966,0.545101,-0.6127
第 483 次,2015-2019,X3,45055,-0.439983,0.552342,-0.7966
第 483 次,2020-2026,X1,587917,-0.445305,0.570862,-0.7801
第 483 次,2020-2026,X2,288243,-0.308253,0.513005,-0.6009
第 483 次,2020-2026,X3,92373,-0.369464,0.513931,-0.7189
第 484 次,2015-2019,X1,300610,-0.526561,0.614651,-0.8567
第 484 次,2015-2019,X2,152415,-0.336319,0.546639,-0.6152
第 484 次,2015-2019,X3,44895,-0.441221,0.555757,-0.7939
第 484 次,2020-2026,X1,587333,-0.443877,0.569077,-0.7800
第 484 次,2020-2026,X2,288458,-0.306464,0.511230,-0.5995
第 484 次,2020-2026,X3,92537,-0.369696,0.509105,-0.7262
第 485 次,2015-2019,X1,300205,-0.524890,0.612834,-0.8565
第 485 次,2015-2019,X2,152668,-0.336895,0.547657,-0.6152
第 485 次,2015-2019,X3,45042,-0.443653,0.558769,-0.7940
第 485 次,2020-2026,X1,587443,-0.445824,0.570403,-0.7816
第 485 次,2020-2026,X2,288461,-0.306580,0.511511,-0.5994
第 485 次,2020-2026,X3,92525,-0.368602,0.512813,-0.7188
第 486 次,2015-2019,X1,300240,-0.524691,0.614071,-0.8544
第 486 次,2015-2019,X2,153146,-0.336888,0.547127,-0.6157
第 486 次,2015-2019,X3,45077,-0.440019,0.554811,-0.7931
第 486 次,2020-2026,X1,587706,-0.444387,0.569159,-0.7808
第 486 次,2020-2026,X2,287859,-0.306800,0.511750,-0.5995
第 486 次,2020-2026,X3,92220,-0.370306,0.512084,-0.7231
第 487 次,2015-2019,X1,300468,-0.527241,0.614717,-0.8577
第 487 次,2015-2019,X2,152736,-0.338320,0.547570,-0.6179
第 487 次,2015-2019,X3,44771,-0.436415,0.556819,-0.7838
第 487 次,2020-2026,X1,587208,-0.443412,0.568712,-0.7797
第 487 次,2020-2026,X2,288587,-0.307843,0.512392,-0.6008
第 487 次,2020-2026,X3,92844,-0.368044,0.510505,-0.7209
第 488 次,2015-2019,X1,299897,-0.524760,0.614743,-0.8536
第 488 次,2015-2019,X2,153138,-0.334022,0.545618,-0.6122
第 488 次,2015-2019,X3,45205,-0.442176,0.554792,-0.7970
第 488 次,2020-2026,X1,588070,-0.444627,0.570676,-0.7791
第 488 次,2020-2026,X2,288382,-0.305988,0.512377,-0.5972
第 488 次,2020-2026,X3,92486,-0.373998,0.516350,-0.7243
第 489 次,2015-2019,X1,300645,-0.526561,0.614248,-0.8572
第 489 次,2015-2019,X2,153027,-0.335022,0.546289,-0.6133
第 489 次,2015-2019,X3,45509,-0.443365,0.553800,-0.8006
第 489 次,2020-2026,X1,587786,-0.444823,0.570458,-0.7798
第 489 次,2020-2026,X2,287931,-0.307439,0.512735,-0.5996
第 489 次,2020-2026,X3,92749,-0.369732,0.513730,-0.7197
第 490 次,2015-2019,X1,300196,-0.525515,0.614149,-0.8557
第 490 次,2015-2019,X2,153078,-0.335735,0.545450,-0.6155
第 490 次,2015-2019,X3,45103,-0.443313,0.563154,-0.7872
第 490 次,2020-2026,X1,586760,-0.444493,0.569819,-0.7801
第 490 次,2020-2026,X2,288051,-0.306732,0.511782,-0.5993
第 490 次,2020-2026,X3,92832,-0.372088,0.513005,-0.7253
第 491 次,2015-2019,X1,300100,-0.524230,0.614607,-0.8530
第 491 次,2015-2019,X2,153115,-0.337469,0.548256,-0.6155
第 491 次,2015-2019,X3,45287,-0.444465,0.557761,-0.7969
第 491 次,2020-2026,X1,588229,-0.445355,0.570692,-0.7804
第 491 次,2020-2026,X2,288346,-0.306542,0.511123,-0.5997
第 491 次,2020-2026,X3,92433,-0.373126,0.512431,-0.7281
第 492 次,2015-2019,X1,300006,-0.524764,0.613060,-0.8560
第 492 次,2015-2019,X2,152866,-0.338010,0.546786,-0.6182
第 492 次,2015-2019,X3,45101,-0.441944,0.558799,-0.7909
第 492 次,2020-2026,X1,586748,-0.445243,0.569885,-0.7813
第 492 次,2020-2026,X2,287745,-0.307293,0.511383,-0.6009
第 492 次,2020-2026,X3,92392,-0.369519,0.513591,-0.7195
第 493 次,2015-2019,X1,300827,-0.525359,0.615111,-0.8541
第 493 次,2015-2019,X2,152790,-0.333918,0.544043,-0.6138
第 493 次,2015-2019,X3,45171,-0.437783,0.551892,-0.7932
第 493 次,2020-2026,X1,586510,-0.445194,0.571065,-0.7796
第 493 次,2020-2026,X2,288779,-0.306568,0.511795,-0.5990
第 493 次,2020-2026,X3,92533,-0.371829,0.514565,-0.7226
第 494 次,2015-2019,X1,300243,-0.525469,0.613472,-0.8565
第 494 次,2015-2019,X2,152507,-0.334899,0.544965,-0.6145
第 494 次,2015-2019,X3,45009,-0.442130,0.557153,-0.7936
第 494 次,2020-2026,X1,587781,-0.443980,0.569737,-0.7793
第 494 次,2020-2026,X2,288690,-0.307218,0.511984,-0.6001
第 494 次,2020-2026,X3,92897,-0.369021,0.511682,-0.7212
第 495 次,2015-2019,X1,301009,-0.526126,0.614895,-0.8556
第 495 次,2015-2019,X2,152619,-0.335333,0.545882,-0.6143
第 495 次,2015-2019,X3,45279,-0.441535,0.557953,-0.7913
第 495 次,2020-2026,X1,587429,-0.444605,0.569722,-0.7804
第 495 次,2020-2026,X2,288373,-0.306408,0.511684,-0.5988
第 495 次,2020-2026,X3,92516,-0.367665,0.509965,-0.7210
第 496 次,2015-2019,X1,300592,-0.525842,0.613432,-0.8572
第 496 次,2015-2019,X2,152759,-0.335878,0.547598,-0.6134
第 496 次,2015-2019,X3,44982,-0.445890,0.557147,-0.8003
第 496 次,2020-2026,X1,587509,-0.444032,0.569770,-0.7793
第 496 次,2020-2026,X2,288372,-0.306422,0.510488,-0.6003
第 496 次,2020-2026,X3,92993,-0.367765,0.509807,-0.7214
第 497 次,2015-2019,X1,300127,-0.524911,0.612984,-0.8563
第 497 次,2015-2019,X2,152631,-0.337277,0.545433,-0.6184
第 497 次,2015-2019,X3,45016,-0.440594,0.557839,-0.7898
第 497 次,2020-2026,X1,586938,-0.444227,0.570023,-0.7793
第 497 次,2020-2026,X2,288325,-0.307646,0.511658,-0.6013
第 497 次,2020-2026,X3,93033,-0.370880,0.511670,-0.7248
第 498 次,2015-2019,X1,300100,-0.524253,0.615074,-0.8523
第 498 次,2015-2019,X2,152291,-0.337802,0.547442,-0.6171
第 498 次,2015-2019,X3,45228,-0.442060,0.556642,-0.7942
第 498 次,2020-2026,X1,587300,-0.445464,0.569702,-0.7819
第 498 次,2020-2026,X2,288100,-0.306389,0.511606,-0.5989
第 498 次,2020-2026,X3,92792,-0.368554,0.510161,-0.7224
第 499 次,2015-2019,X1,300366,-0.525163,0.614024,-0.8553
第 499 次,2015-2019,X2,152609,-0.336403,0.547059,-0.6149
第 499 次,2015-2019,X3,44969,-0.447247,0.561820,-0.7961
第 499 次,2020-2026,X1,587516,-0.443567,0.569402,-0.7790
第 499 次,2020-2026,X2,288489,-0.306464,0.511909,-0.5987
第 499 次,2020-2026,X3,92937,-0.368882,0.513022,-0.7190
第 500 次,2015-2019,X1,300729,-0.525880,0.614992,-0.8551
第 500 次,2015-2019,X2,152533,-0.335413,0.547245,-0.6129
第 500 次,2015-2019,X3,45019,-0.444515,0.556450,-0.7988
第 500 次,2020-2026,X1,587422,-0.443854,0.569463,-0.7794
第 500 次,2020-2026,X2,288145,-0.305857,0.510172,-0.5995
第 500 次,2020-2026,X3,92422,-0.372150,0.513703,-0.7244
